GeneName;baseMean;log2FC;pval;padj
Rps25;132.829815;-0.378009184;0.024558382;0.715678761
Gabra3;10.40161467;1.201605928;0.024575654;0.715678761
Cc2d2a;49.19844181;-0.689836022;0.024603373;0.715678761
Tnrc18;343.9108575;-0.209371445;0.024654792;0.715678761
Stard13;91.58203263;-0.472875003;0.024680436;0.715678761
Oxct1;309.4181468;-0.223729648;0.0247747;0.716847033
Nrp1;135.3405495;0.413149294;0.024850557;0.717478793
Fam114a1;127.2105519;0.423236191;0.025149939;0.724547381
Npy1r;26.9007276;-0.995513192;0.025735045;0.739798993
Tpp1;253.0461776;0.31685463;0.02614218;0.749879678
Bbx;281.2022725;-0.234562958;0.026312942;0.753151247
Adam19;7.352865544;1.364640023;0.026505809;0.757040095
Ifi27;161.8228214;0.379729163;0.026642174;0.759301962
Tmtc2;10.99940862;-1.818752007;0.026898604;0.760809987
Ctnna2;7.053968571;-2.637264719;0.026929729;0.760809987
Adm;16.7980099;0.976375989;0.026998182;0.760809987
Spaca6;99.7718097;0.463640389;0.027018856;0.760809987
Crlf1;38.01969501;0.695375668;0.027036612;0.760809987
Cped1;7.771321307;1.331534974;0.027038801;0.760809987
Ereg;15.18396625;1.01691459;0.027120234;0.760944454
Tgif1;103.1792352;-0.431022822;0.02722066;0.760944454
Clcn3;169.2952457;-0.318947878;0.027250995;0.760944454
Irf9;57.26866009;0.584670468;0.027272763;0.760944454
Tmem106b;597.4950497;-0.141047564;0.027948556;0.776739095
Tnfrsf23;70.6592445;-0.538730247;0.027955823;0.776739095
Ak4;22.23793482;0.864071688;0.02823442;0.782712347
Ube3b;189.9191369;-0.29478554;0.028288678;0.782712347
Cmtm4;227.6997143;-0.263093501;0.028465579;0.784661456
Tln2;110.5321007;-0.409443021;0.028477285;0.784661456
Caprin1;586.4358617;-0.142138106;0.02854012;0.784764671
Cad;147.2366491;-0.34345529;0.028695401;0.787404179
Serpinb1a;65.81711353;0.546771937;0.028855478;0.790164135
Abcf2;247.6062527;-0.248740551;0.02894501;0.790984925
Gm13415;87.63659259;-0.468805682;0.029125928;0.792915715
Foxn3;120.6945978;0.42330007;0.029155394;0.792915715
Igfbp5;8.488674043;-2.181902765;0.029194773;0.792915715
Rbbp7;365.0129839;-0.192873882;0.029864494;0.807836884
Fbln1;12.3145553;1.091818092;0.029875863;0.807836884
Papss2;21.40102329;0.87008701;0.02997382;0.807836884
Arhgap29;133.5471677;0.403979205;0.030041197;0.807836884
Ccdc68;1.135808499;2.664207409;0.030048296;0.807836884
Rock2;445.2369315;0.247546167;0.030248726;0.811582497
Zbtb38;157.9969401;-0.324920853;0.030347323;0.812586288
Ntn1;354.133134;-0.195806705;0.030439351;0.813410503
Foxc1;42.08469385;0.653843176;0.030649362;0.817377862
Arrb1;43.87807569;0.642218722;0.030730469;0.81789852
Lman2;144.6661351;-0.341493129;0.030904782;0.820892821
Col4a1;1985.512815;0.143097351;0.031060898;0.821919239
Six4;78.96858036;0.500747545;0.031067198;0.821919239
Spg20;129.4223895;0.406971886;0.03117819;0.821938916
Pdcd6ip;236.3677265;-0.251683552;0.031222625;0.821938916
Prkar1b;17.9338184;-1.239279265;0.031253607;0.821938916
Prex2;19.60764145;-1.167315228;0.031336783;0.822497651
Cd44;258.7252201;0.305444899;0.031585628;0.825767442
Dpp7;61.93145288;0.553200658;0.031585713;0.825767442
Dlg5;122.0695239;-0.374480557;0.032460745;0.846081219
Ppp4r1;110.5918801;-0.397503395;0.03249013;0.846081219
Hmmr;62.05101167;-0.562810761;0.032725732;0.850548808
A230050P20Rik;7.233306755;-2.410450501;0.032893196;0.853231511
Xiap;214.7275857;-0.263697109;0.033056539;0.855797072
Ndrg2;108.2007044;0.434272311;0.033202434;0.856291992
Ncapg2;216.7003057;0.325796054;0.033204606;0.856291992
Parp14;22.35749361;0.840080149;0.033465146;0.861338383
Trpm3;20.08587661;0.877646546;0.033605097;0.8632675
Dnajb6;285.5063889;-0.219318936;0.033765281;0.865093371
Gsto1;79.6261537;-0.480080164;0.033922831;0.865093371
H2-T23;40.23153261;0.655692014;0.033956949;0.865093371
Gpc4;94.98945813;0.456964972;0.033957314;0.865093371
Adam9;404.6467225;0.252649116;0.034001863;0.865093371
Dab2;127.8083458;0.401047604;0.035385504;0.898575306
Tnfrsf22;67.19203961;-0.526227464;0.035545354;0.900911925
Emb;76.2785076;0.497061812;0.035675054;0.902123306
Prss23;29.65057976;0.739091769;0.035729001;0.902123306
Fzd4;28.81366823;0.746962831;0.036033841;0.908093811
Ddx6;415.0483372;-0.168786709;0.036432884;0.916411246
Dkc1;111.8472474;-0.383901183;0.036660055;0.920382214
Kpnb1;848.9869631;-0.101551639;0.037167123;0.93135199
Fmo2;1.374926077;2.422256093;0.037772223;0.944732388
Irf1;42.98138477;0.62589509;0.038093582;0.949891194
Arcn1;292.8592545;-0.20940787;0.038121527;0.949891194
Tmem2;110.412542;-0.382553483;0.03844558;0.956171813
Pou6f1;37.78057743;-0.732872086;0.038533851;0.956575843
Itpripl2;372.7843052;-0.178384238;0.038693452;0.958745777
Slc1a6;1.434705472;2.371910736;0.039496164;0.975199898
Gpr153;37.84035683;0.656307535;0.039504371;0.975199898
Ubc;193.9243563;-0.268940735;0.039606898;0.975916916
Macf1;774.0833816;0.192617904;0.039815088;0.979229977
Gm47283;31.92219675;-0.806328818;0.039898598;0.979470019
Ptbp1;285.2672714;-0.210128407;0.040171411;0.984347805
Arhgdia;301.4674873;-0.2026269;0.040310246;0.985930707
Abat;71.85483239;-0.487591983;0.041262256;0.99995239
Angpt2;27.43874215;-0.874505989;0.042042356;0.99995239
Omd;7.771321307;1.24537833;0.042142618;0.99995239
Pclaf;134.9818732;-0.33092084;0.04217752;0.99995239
Rps12;198.0491345;-0.261192084;0.042224158;0.99995239
Egr1;48.00285392;0.585942373;0.042729666;0.99995239
Isg15;18.47183295;0.873574329;0.042744321;0.99995239
G6pdx;125.2976112;-0.345101175;0.042764663;0.99995239
Gm42047;9.206026779;-1.819774349;0.042835829;0.99995239
Cacna2d1;215.9231735;-0.246324992;0.042984558;0.99995239
Hif1a;1486.474428;0.150988851;0.043278974;0.99995239
Lrp4;20.92278813;0.82759022;0.04334951;0.99995239
Wsb1;195.8970763;0.325108363;0.043430683;0.99995239
Eif5;485.3489053;-0.144772857;0.043500094;0.99995239
Wdfy3;213.9504535;-0.246625936;0.04374205;0.99995239
Tspan7;60.79564438;0.527670876;0.044063065;0.99995239
Epb41l3;104.4943819;-0.382472829;0.044064734;0.99995239
Tef;101.5651915;0.425401026;0.044121216;0.99995239
Clip1;245.5737533;-0.225512404;0.044175411;0.99995239
Ifi44;23.85197847;0.781057136;0.044192855;0.99995239
Smc1a;342.9543872;-0.180817271;0.045119996;0.99995239
Wipf1;38.91638593;-0.691744467;0.045126924;0.99995239
Nr3c1;239.476255;0.297578198;0.04523871;0.99995239
Dixdc1;56.0730722;-0.553389096;0.045300137;0.99995239
Eno1;744.6719194;0.191552245;0.045383137;0.99995239
Amfr;241.9869896;-0.225862591;0.045487791;0.99995239
Lpin2;100.7880594;-0.387608845;0.045574332;0.99995239
Slc17a8;2.869410944;1.806093285;0.045776905;0.99995239
Jpt2;164.2139972;-0.28708674;0.045920423;0.99995239
Foxm1;120.1565833;-0.347356865;0.046082784;0.99995239
Abcg2;69.94189176;0.49353946;0.046096873;0.99995239
Mbtps1;333.987478;0.259613455;0.04619635;0.99995239
Arhgap5;280.0066846;0.278265163;0.046391548;0.99995239
Per3;19.48808266;0.841508622;0.0466592;0.99995239
Pkhd1l1;8.369115254;1.186484641;0.047163097;0.99995239
Adamts10;49.79623576;0.566682797;0.047313799;0.99995239
Xaf1;23.67264029;0.773873879;0.047412809;0.99995239
Hdlbp;1103.527626;-0.076393468;0.047470382;0.99995239
Rlim;221.901113;-0.235392134;0.047823109;0.99995239
Irs1;126.4334197;0.382819841;0.047860004;0.99995239
Acsl5;77.77299247;-0.447540421;0.047946046;0.99995239
Dlc1;115.1948935;0.39717178;0.048358495;0.99995239
Ugp2;109.515851;0.405610879;0.048361205;0.99995239
Cldn1;17.09690688;0.882519971;0.048440673;0.99995239
Kansl2;240.7316223;-0.222713186;0.048499956;0.99995239
Plekhg4;95.16879632;-0.393502264;0.049169671;0.99995239
Mbnl1;501.7882389;-0.136202755;0.04953885;0.99995239
Ier3;93.19607629;-0.397552758;0.049629138;0.99995239
Steap4;207.0758231;-0.243250633;0.049736947;0.99995239
Ppp1r10;181.3706834;-0.264176768;0.049798152;0.99995239
Arl4c;106.4671019;-0.366236404;0.049873385;0.99995239
Rnf10;217.7165554;-0.234639629;0.050557733;0.99995239
Dkk3;269.1866142;0.27838208;0.050705367;0.99995239
Acaa2;20.38477358;0.813603055;0.050735307;0.99995239
Medag;49.3180006;0.561629414;0.050815948;0.99995239
Adar;70.83858268;0.481790213;0.051119653;0.99995239
Loxl1;55.05682249;-0.542064159;0.051172263;0.99995239
Neu1;70.24078874;0.483228409;0.051279353;0.99995239
Pds5a;283.8325659;-0.197227168;0.051364142;0.99995239
Otx2;50.39402971;0.555000596;0.051587336;0.99995239
Jcad;76.33828699;0.465994332;0.05166622;0.99995239
Birc6;469.6867039;-0.139603828;0.053089718;0.99995239
Plekha4;6.994189176;1.24784237;0.053283605;0.99995239
H3f3b;498.9786073;-0.133665738;0.053343605;0.99995239
Ctbp1;262.6706602;-0.204889133;0.053529029;0.99995239
Lpin1;25.28668395;0.736154783;0.053594684;0.99995239
Gm6166;31.86241736;-0.746524202;0.053747348;0.99995239
Tcf25;329.5638028;-0.176496723;0.053830697;0.99995239
Ctnna1;462.572956;0.222602616;0.054139218;0.99995239
Mbd3;128.7050367;-0.318959634;0.054212773;0.99995239
Cdh26;16.08065717;-1.148012127;0.054230191;0.99995239
Stt3a;325.7379216;-0.17714488;0.054566227;0.99995239
Itgb8;44.77476661;0.576752151;0.054782973;0.99995239
Inhbb;20.145656;-0.989338768;0.054784077;0.99995239
Ece1;269.7844081;0.274179385;0.054956234;0.99995239
Hmgb2;283.3543307;-0.193473445;0.055098995;0.99995239
Wdcp;16.02087777;0.885267042;0.055166612;0.99995239
Ubqln4;98.33710423;-0.373481388;0.055450979;0.99995239
Ide;248.6225024;-0.209827485;0.055686454;0.99995239
Gm567;95.82636966;0.417721296;0.055745942;0.99995239
Rcc2;252.8668395;-0.20748575;0.055757984;0.99995239
Plekha1;137.9110635;0.358515784;0.056272844;0.99995239
Rgl1;67.55071598;0.48264964;0.056298675;0.99995239
Vcl;466.2792784;0.220302925;0.056474059;0.99995239
Hipk2;476.3222167;-0.135496264;0.056615516;0.99995239
Scx;18.71095053;-1.026718609;0.056738636;0.99995239
Map1lc3b;209.0485432;0.301930124;0.056809065;0.99995239
Slc6a17;15.30352504;-1.169659169;0.056810756;0.99995239
Ptprd;5.559483704;1.350075709;0.057023903;0.99995239
Myl9;99.11423636;-0.368766032;0.057058188;0.99995239
Pcdh7;139.9435629;-0.298634082;0.057092997;0.99995239
Bc1;84.22916709;-0.406435098;0.057344004;0.99995239
Sh3kbp1;228.2975082;-0.219389671;0.057599953;0.99995239
Ern1;71.795053;-0.447035414;0.057625715;0.99995239
Glce;133.7862853;-0.305942698;0.05780011;0.99995239
Slc44a1;194.1036945;0.310107405;0.057834769;0.99995239
Zhx3;50.09513273;0.54356068;0.05831445;0.99995239
Hnrnpab;403.0924583;-0.150516564;0.058352928;0.99995239
Dzip3;243.6608127;-0.209565128;0.058432711;0.99995239
Tnpo1;315.6352039;-0.176963969;0.058652175;0.99995239
Rcor1;121.7706269;0.374163466;0.058904692;0.99995239
Dusp18;43.51939932;-0.60135083;0.058928783;0.99995239
Plekhf1;51.52983821;0.536040831;0.058930366;0.99995239
Mthfd2;140.9000332;-0.294155434;0.059320897;0.99995239
Ptms;191.7722981;-0.242713286;0.059431735;0.99995239
Samhd1;133.4276089;-0.303581948;0.059733046;0.99995239
Irak1;83.93027012;-0.402593968;0.059770837;0.99995239
Mtmr2;132.1124622;-0.305266458;0.059848086;0.99995239
Lap3;191.4136217;-0.242032327;0.060242353;0.99995239
Mrfap1;355.9862953;-0.161879213;0.060429951;0.99995239
Sesn3;212.6950862;-0.225942133;0.060702915;0.99995239
Epha2;152.8559122;-0.277845137;0.060716306;0.99995239
Malat1;1693.908927;0.137585575;0.060727236;0.99995239
Cyld;257.8883086;-0.19971124;0.060750101;0.99995239
Manea;218.3741287;0.292849653;0.060855726;0.99995239
Ppp4r3b;154.1112795;-0.276086583;0.060983459;0.99995239
Aqp1;324.4227749;0.249890489;0.061225055;0.99995239
Ybx1;514.1027942;-0.124996666;0.061504579;0.99995239
Arhgef12;245.9922091;-0.20479233;0.061813886;0.99995239
Phldb1;167.0236287;-0.26139687;0.061961579;0.99995239
Gm6093;11.35808499;0.997450817;0.061963807;0.99995239
Rps9;215.1460414;-0.222818609;0.062063153;0.99995239
Cxadr;218.6730257;0.291487643;0.062181795;0.99995239
Hpse;63.36615835;-0.471762285;0.062197395;0.99995239
Bid;60.25762983;-0.485873613;0.062394454;0.99995239
Fcgrt;36.34587196;0.613632048;0.062504885;0.99995239
Prkar2b;118.901216;-0.32099081;0.06288989;0.99995239
Fkbp9;226.743244;0.286400622;0.063172923;0.99995239
Lgals9;48.42130968;0.542442908;0.063328754;0.99995239
Ube3c;210.2441311;-0.224592971;0.063449951;0.99995239
Rgl3;11.1787468;-1.394625534;0.063561704;0.99995239
Gper1;37.48168046;-0.644357544;0.06356439;0.99995239
Znfx1;79.80549188;0.439427596;0.063606453;0.99995239
Slfn3;5.798601283;-2.284145184;0.064019613;0.99995239
Spcs3;288.1964617;-0.182705528;0.06413913;0.99995239
Nop2;108.6789395;-0.336730173;0.064423352;0.99995239
Tlr2;48.36153029;0.540741743;0.064484663;0.99995239
Cxcl3;265.5998505;-0.192108162;0.064761041;0.99995239
Prl2c2;86.02254893;-0.387491551;0.064805957;0.99995239
Gm24270;45.49211934;-0.568817624;0.065108139;0.99995239
Cbl;112.9232765;-0.327870338;0.06513925;0.99995239
Iars;206.0595734;-0.225440446;0.065340173;0.99995239
Atic;128.8843749;-0.302068287;0.065341432;0.99995239
Eif3b;405.7227516;-0.144443585;0.065370201;0.99995239
Polr2a;566.0510881;-0.114056546;0.065665027;0.99995239
Mapk6;467.1759693;-0.130720666;0.065774198;0.99995239
Hnrnpu;972.9694277;-0.074866598;0.065994802;0.99995239
Arsa;104.9128376;0.38877361;0.066330636;0.99995239
Zmym2;97.85886908;0.400163661;0.066346711;0.99995239
Lrp6;225.4878767;0.284319425;0.066349021;0.99995239
Bmp2k;206.4182498;0.294583152;0.066374076;0.99995239
Fbn2;10.28205588;1.024662487;0.066444635;0.99995239
Pim2;20.98256753;-0.909825165;0.066538718;0.99995239
Plag1;11.95587893;0.962588629;0.066698681;0.99995239
Ttc7b;10.34183528;-1.445088802;0.067125795;0.99995239
Gm21887;24.98778697;-0.812365343;0.067412769;0.99995239
C1qbp;110.113645;-0.329282507;0.067605725;0.99995239
Utp20;144.9052527;-0.278064596;0.067656964;0.99995239
Anpep;33.17756404;0.627285237;0.067722854;0.99995239
Ankrd13a;142.5140769;-0.280303233;0.068164215;0.99995239
Nrbp2;34.01447557;0.619788334;0.06823046;0.99995239
Tulp4;749.8727267;-0.090998219;0.068377313;0.99995239
Eprs;507.5868401;-0.121591806;0.06842027;0.99995239
Snx9;643.4056248;-0.102108793;0.068667085;0.99995239
Pak3;91.52225324;-0.366789485;0.06868941;0.99995239
Ldlrad3;26.60183063;0.686121544;0.068743188;0.99995239
Sltm;108.6789395;-0.330092721;0.068860416;0.99995239
Dtx3l;36.46543075;0.600043212;0.06925698;0.99995239
Masp1;214.2493505;-0.215906151;0.069308193;0.99995239
Pcdh9;13.74926077;0.901327425;0.069448061;0.99995239
Rn7sk;18.77072993;-0.961779577;0.069797908;0.99995239
Rars;163.7955414;-0.255122578;0.069863816;0.99995239
Polr2b;319.4610851;-0.165633308;0.070375387;0.99995239
Mgarp;11.71676136;0.959792083;0.070474544;0.99995239
Brip1os;134.0851822;0.346825182;0.070611348;0.99995239
Tjp2;98.15776605;-0.34839724;0.070726173;0.99995239
Ubr5;543.0958006;0.199657624;0.070760443;0.99995239
Mycbp2;161.2848068;0.321409447;0.070776272;0.99995239
Stag1;129.4821689;-0.293955333;0.070796945;0.99995239
Ripk3;15.24374564;-1.093623278;0.070940077;0.99995239
Dpp9;96.18504602;-0.352372986;0.070961115;0.99995239
Scamp5;20.02609721;-0.91767259;0.071118931;0.99995239
Src;64.32262867;-0.44930746;0.071141898;0.99995239
Furin;104.3748231;-0.334634954;0.071387692;0.99995239
Sh2d4a;2.092278813;1.88163006;0.071495609;0.99995239
Runx3;17.45558324;-0.999587783;0.071507682;0.99995239
Abca9;15.06440746;0.862049691;0.071752419;0.99995239
Lgalsl;12.13521712;0.941108902;0.072277959;0.99995239
Prkg2;101.2662946;-0.339243551;0.072499844;0.99995239
Ubqln2;127.5094488;-0.294440091;0.072596537;0.99995239
Robo1;8.787571017;-1.575782391;0.072751431;0.99995239
Wee1;44.05741387;0.547676546;0.073204652;0.99995239
Cd81;147.6551048;0.330874551;0.073227647;0.99995239
Chst11;44.77476661;-0.55390931;0.073417815;0.99995239
Gspt1;335.6613011;-0.157939238;0.073445946;0.99995239
Npm1;636.1723181;-0.100333244;0.073564465;0.99995239
Pacsin2;279.2893319;0.255471452;0.074063988;0.99995239
Arhgef10;99.35335394;0.388395245;0.07429875;0.99995239
Meis2;93.37541448;-0.353691954;0.074322202;0.99995239
Zfp52;81.8379913;-0.383016989;0.07443229;0.99995239
Psmd1;256.8122795;-0.187500482;0.07466823;0.99995239
Sgce;45.49211934;0.537811832;0.074817434;0.99995239
Srebf2;162.3608359;-0.250797102;0.075023655;0.99995239
Dcp2;152.676574;0.324724029;0.075031851;0.99995239
Pfkp;78.5501246;0.427112634;0.075281569;0.99995239
Plekhg2;41.96513506;0.555585856;0.075314525;0.99995239
Ncapd2;166.1269378;-0.246604557;0.075604385;0.99995239
Cblb;31.74285857;0.624098934;0.075713456;0.99995239
Ets1;157.8176019;-0.254283133;0.075945383;0.99995239
Atxn10;177.5448022;-0.236128918;0.075981903;0.99995239
Gnai2;311.6299844;-0.163822353;0.076312952;0.99995239
Phka1;57.1491013;-0.471605019;0.076636195;0.99995239
Taf1d;55.83395462;-0.478262099;0.076647223;0.99995239
Slc7a5;269.9637463;-0.17948945;0.077132977;0.99995239
Banp;56.73064554;0.486456593;0.077459977;0.99995239
Mpp7;21.87925845;-0.844056753;0.077601694;0.99995239
Pafah1b2;197.51112;-0.219171172;0.077620149;0.99995239
Tmed5;184.5987707;-0.228656683;0.077746123;0.99995239
Ehd3;41.96513506;0.551602343;0.077833229;0.99995239
Mxra8;297.2231503;0.246770445;0.077873026;0.99995239
Matn2;152.975471;0.321902407;0.077891798;0.99995239
Atp6v0e2;25.16712516;-0.771858375;0.07819507;0.99995239
Birc3;21.16190571;-0.857654787;0.078756985;0.99995239
Adnp2;65.15954019;0.457219306;0.078838784;0.99995239
Gcn1l1;268.2899233;-0.178774397;0.078963595;0.99995239
Mkx;16.31977474;-1.009435569;0.07908534;0.99995239
Abce1;342.8946078;-0.15166274;0.079138006;0.99995239
Ctsa;348.6334297;0.231058659;0.079305466;0.99995239
Eif3g;64.86064322;-0.432108637;0.079342448;0.99995239
Eif5a;429.3953919;-0.129738932;0.079343381;0.99995239
Pacs2;119.0805542;0.355228909;0.079415869;0.99995239
Zfp518b;9.98315891;-1.394164866;0.07963545;0.99995239
Setd7;264.3444832;0.257205364;0.079648608;0.99995239
Atp13a3;502.6849298;0.200739709;0.079930671;0.99995239
Isoc1;22.65639058;0.708335379;0.081022048;0.99995239
Pnpla6;137.8512841;-0.270446639;0.081374483;0.99995239
Lix1l;195.3590618;0.288519762;0.08177656;0.99995239
Zbtb18;73.22975847;0.43141311;0.082181832;0.99995239
Lrp5;59.30115951;0.47109111;0.082308854;0.99995239
Agap1;138.9870926;-0.268042919;0.082316522;0.99995239
Cul9;10.87984983;-1.298942186;0.082325003;0.99995239
Ophn1;13.74926077;0.869123073;0.082326498;0.99995239
Wbp11;91.40269445;-0.346583426;0.082479692;0.99995239
Lman1;224.1129506;0.272445143;0.08268216;0.99995239
Antxr2;165.708482;-0.239465707;0.083003092;0.99995239
Shroom2;7.17352736;-1.735512847;0.083235211;0.99995239
Pkdcc;17.9935978;0.774638947;0.083533454;0.99995239
Hivep3;22.53683179;0.704879525;0.083621649;0.99995239
Mbtps2;55.53505765;-0.466442734;0.083713807;0.99995239
Gm2115;34.61226951;-0.620974105;0.083723283;0.99995239
Sema3a;61.27387954;-0.439522045;0.083723352;0.99995239
Dcn;9.026688595;1.029341404;0.083746493;0.99995239
9930111J21Rik2;14.04815775;0.857504924;0.084018598;0.99995239
Pianp;7.053968571;-1.749739448;0.08413773;0.99995239
Sord;78.5501246;0.416230185;0.084603267;0.99995239
Gsn;388.8051829;0.218511725;0.084868481;0.99995239
Stt3b;242.046769;-0.18645558;0.084873808;0.99995239
Eef1b2;171.4473039;-0.232582735;0.084895954;0.99995239
Hacd4;36.34587196;-0.599963425;0.084930118;0.99995239
Bcat1;61.45321772;-0.436515881;0.085033084;0.99995239
Arhgap12;64.14329048;0.452205631;0.085268554;0.99995239
Dram1;28.51477126;0.634783518;0.085847503;0.99995239
Larp1;264.1053657;-0.175199362;0.086084323;0.99995239
Atp2a2;565.7521912;-0.102700193;0.086575951;0.99995239
Fhdc1;47.70395695;0.509617492;0.08704004;0.99995239
Psmd2;595.8810061;-0.098424666;0.087301674;0.99995239
Rab11a;79.6261537;-0.369791907;0.087366905;0.99995239
Eif1a;130.4386392;0.334846653;0.087553893;0.99995239
Man1c1;33.23734344;0.592411722;0.087586209;0.99995239
Kif5b;414.3907639;0.21185907;0.087636529;0.99995239
4930461G14Rik;6.575733414;-1.813515359;0.087672026;0.99995239
Rcn2;114.656879;-0.295436242;0.087796674;0.99995239
Ap2m1;395.7993721;-0.132079057;0.087994706;0.99995239
Fetub;4.543233995;1.340858639;0.088097607;0.99995239
Cct3;255.4971328;-0.177556948;0.088112797;0.99995239
Slc22a5;11.41786438;0.923450236;0.088422372;0.99995239
Ect2;160.5674541;-0.238974663;0.088449645;0.99995239
Zdhhc3;90.26688595;-0.341113664;0.088516149;0.99995239
Tigd2;21.75969966;0.705674442;0.08870935;0.99995239
Gbe1;26.54205123;-0.716147522;0.088754039;0.99995239
Msi2;245.9324297;-0.181254685;0.089191167;0.99995239
Plxnd1;190.696269;-0.213555893;0.089318131;0.99995239
Emilin2;32.46021131;0.59519817;0.089578927;0.99995239
mt-Cytb;3389.491678;-0.012596442;0.08974708;0.99995239
Fam171b;52.96454368;-0.468968961;0.089772513;0.99995239
Ap2b1;173.3602445;-0.226343524;0.089942799;0.99995239
Gpc1;131.0962125;-0.269100865;0.090510335;0.99995239
Hspa2;43.87807569;0.522755055;0.090721026;0.99995239
Ckap5;187.2290641;-0.214698315;0.090925418;0.99995239
Igsf9b;25.94425729;-0.719159924;0.091316745;0.99995239
Tle2;29.41146218;0.617560351;0.091340943;0.99995239
Gria4;19.66742085;-0.853531037;0.091370456;0.99995239
Akap9;68.08873053;-0.400379061;0.091445071;0.99995239
Ism1;8.966909201;-1.422725406;0.091842829;0.99995239
Ctdsp2;166.5453936;0.299649655;0.092135142;0.99995239
Col15a1;5.320366126;-2.092851577;0.092311404;0.99995239
